Gender,Income Type,Annual Income,Employment Duration,Education Level,Approved
Female,Pensioner,46359.96,0.0,Master's,0
Male,Pensioner,39193.41,0.0,Bachelor's,0
Female,Salaried,100456.7,3.5,Master's,1
Female,Salaried,63006.53,4.9,Bachelor's,1
Female,Pensioner,24064.86,0.0,Bachelor's,0
Female,Business,101818.21,,Bachelor's,1
Male,Pensioner,46558.42,0.0,Bachelor's,0
Female,Salaried,78157.38,5.7,Bachelor's,1
Female,Self-Employed,23899.2,5.9,High School,0
Female,Business,96961.29,7.9,Master's,1
Male,Self-Employed,57258.63,5.8,Bachelor's,1
Female,Salaried,103057.5,20.9,Master's,1
Male,Salaried,79742.38,1.3,High School,0
Female,Self-Employed,,18.1,Bachelor's,1
Male,Salaried,107738.83,4.6,High School,1
Male,Salaried,111537.36,6.7,Bachelor's,1
Female,Student,21284.55,0.9,Master's,0
Male,Salaried,42152.36,2.9,High School,0
Female,Business,55819.58,8.8,Bachelor's,1
Female,Salaried,69362.82,7.4,High School,1
Female,Self-Employed,43888.69,0.2,Bachelor's,0
Male,Student,22018.62,0.8,Master's,0
Male,Salaried,69329.79,0.6,Bachelor's,0
Female,Salaried,12000.0,32.9,Bachelor's,1
Female,Salaried,75180.67,13.7,Bachelor's,1
Male,Salaried,54555.28,0.1,Master's,0
Female,Business,62752.2,11.7,Bachelor's,1
Female,Pensioner,37282.02,0.0,Bachelor's,0
Female,Salaried,89211.39,2.6,Bachelor's,1
Male,Salaried,98590.63,7.6,Master's,1
Male,Salaried,73491.59,3.5,Bachelor's,0
Male,Business,54820.66,6.4,Bachelor's,1
Female,Salaried,63759.88,2.5,Bachelor's,0
Female,Self-Employed,65587.99,2.3,High School,0
Female,Self-Employed,40927.1,3.3,Bachelor's,0
Male,Self-Employed,82367.86,0.9,Bachelor's,0
Female,Salaried,78801.27,10.7,Bachelor's,1
Female,Business,111213.24,2.6,Bachelor's,1
Female,Salaried,102660.49,3.1,High School,1
Female,Salaried,44429.75,13.5,Master's,1
Male,Pensioner,19936.63,0.0,Master's,0
Male,Business,36471.4,4.7,Master's,0
Female,Salaried,85877.96,18.8,Bachelor's,1
Male,Salaried,49501.57,13.1,Bachelor's,1
Male,Salaried,34302.4,1.1,Master's,0
Female,Salaried,73401.36,3.8,Bachelor's,1
Female,Salaried,12000.0,21.3,Bachelor's,1
Male,Salaried,12470.73,2.8,Master's,0
Female,Salaried,59675.24,2.8,Bachelor's,0
Male,Business,67473.25,1.3,Bachelor's,0
Female,Self-Employed,53920.44,0.7,High School,0
Male,Self-Employed,17616.91,8.1,High School,0
Female,Salaried,40463.24,8.8,High School,0
Male,Student,8826.9,1.3,Master's,0
Male,Business,82453.45,8.9,Bachelor's,1
Male,Business,64513.31,1.7,Bachelor's,0
Female,Business,99705.01,0.2,Master's,1
Male,Pensioner,29417.29,0.0,Bachelor's,0
Male,Self-Employed,42576.33,2.5,Bachelor's,0
Female,Salaried,56584.94,2.2,Bachelor's,0
Female,Self-Employed,22914.02,14.2,Master's,1
Male,Business,61755.83,5.3,High School,0
Male,Business,98363.02,1.5,High School,1
Female,Self-Employed,85558.7,13.2,High School,1
Female,Salaried,107060.28,30.1,Bachelor's,1
Female,Salaried,55913.44,0.5,Bachelor's,0
Female,Pensioner,20960.35,0.0,Bachelor's,0
Female,Self-Employed,59200.87,3.0,High School,0
Male,Self-Employed,109147.55,4.5,Bachelor's,1
Female,Salaried,64344.3,14.8,High School,1
Male,Salaried,86216.94,21.8,High School,1
Male,Pensioner,15770.56,0.0,Bachelor's,0
Male,Self-Employed,59197.17,1.4,Master's,0
Female,Business,71551.67,0.5,Master's,1
Male,Salaried,103665.9,5.0,Doctorate,1
Male,Self-Employed,61009.91,0.1,Bachelor's,0
Female,Salaried,25373.23,3.2,Bachelor's,0
Male,Business,129290.21,0.5,Bachelor's,1
Male,Salaried,50907.07,3.1,Bachelor's,0
Female,Salaried,69762.68,0.2,High School,0
Male,Self-Employed,99680.2,10.8,Bachelor's,1
Male,Pensioner,22416.03,0.0,Bachelor's,0
Male,Salaried,34763.96,2.4,Bachelor's,0
Female,Business,72612.12,12.2,Bachelor's,1
Female,Salaried,12000.0,8.2,High School,0
Female,Salaried,56362.82,1.5,Bachelor's,0
Male,Salaried,72351.16,0.4,High School,0
Male,Salaried,56901.44,7.5,Doctorate,1
Female,Self-Employed,18696.47,3.0,High School,0
Male,Salaried,112825.34,8.7,Bachelor's,1
Male,Salaried,68106.14,3.5,Master's,1
Female,Pensioner,33773.02,0.0,Bachelor's,0
Female,Salaried,57198.91,3.6,High School,0
Male,Business,38599.64,8.3,Bachelor's,1
Male,Salaried,73075.43,14.0,High School,1
Male,Self-Employed,58526.39,0.3,High School,0
Female,Salaried,29667.16,4.5,High School,0
Female,Salaried,109093.53,0.2,Bachelor's,1
Female,Salaried,46331.89,3.8,Master's,1
Female,Salaried,12000.0,13.0,Bachelor's,1
Male,Salaried,104844.98,2.7,Bachelor's,1
Female,Self-Employed,49871.06,16.2,High School,1
Female,Pensioner,31854.63,0.0,Bachelor's,0
Female,Business,12038.37,16.3,Master's,1
Female,Self-Employed,117228.24,8.5,High School,1
Female,Salaried,26315.58,0.7,Master's,0
Male,Salaried,66753.48,1.6,Bachelor's,0
Male,Salaried,92378.61,3.0,Master's,1
Female,Salaried,77651.51,1.1,Bachelor's,1
Male,Self-Employed,63210.37,4.1,Bachelor's,0
Female,Self-Employed,13950.02,3.8,Master's,0
Female,Salaried,40708.25,18.8,Master's,1
Male,Salaried,70634.01,3.4,High School,0
Male,Business,41384.78,9.2,Doctorate,1
Female,Business,71100.78,17.1,High School,1
Female,Salaried,85452.3,12.6,High School,1
Female,Pensioner,32552.4,0.0,Bachelor's,0
Male,Student,18703.22,0.5,Bachelor's,0
Female,Salaried,130899.38,2.6,Doctorate,1
Female,Salaried,88024.38,3.1,Bachelor's,1
Female,Self-Employed,64948.58,2.7,High School,0
Male,Pensioner,39649.22,0.0,Bachelor's,0
Female,Pensioner,27528.87,0.0,Bachelor's,0
Female,Salaried,21838.4,4.5,Bachelor's,0
Male,Salaried,58242.12,24.3,Bachelor's,1
Female,Self-Employed,12000.0,0.4,High School,0
Female,Self-Employed,70779.55,4.0,Bachelor's,1
Male,Salaried,75961.83,,Bachelor's,1
Female,Pensioner,45840.95,0.0,Bachelor's,0
Male,Self-Employed,45363.99,5.7,Bachelor's,0
Male,Business,12000.0,1.6,High School,0
Female,Pensioner,37540.81,0.0,High School,0
Female,Business,108663.03,2.4,Bachelor's,1
Female,Salaried,47269.45,2.4,High School,0
Female,Self-Employed,78201.8,5.5,Bachelor's,1
Male,Salaried,17955.67,1.2,Doctorate,0
Female,Self-Employed,78716.39,2.0,Bachelor's,1
Male,Salaried,53198.53,3.2,Bachelor's,0
Female,Self-Employed,42127.46,2.6,Bachelor's,0
Female,Salaried,42189.09,4.5,Bachelor's,0
Female,Salaried,53191.65,5.5,Master's,1
Male,Salaried,76473.0,5.0,Doctorate,1
Female,Salaried,25635.1,6.4,Bachelor's,0
Female,Business,53086.54,2.2,Bachelor's,0
Female,Business,63755.85,0.8,Master's,0
Female,Self-Employed,32028.82,8.6,High School,0
Male,Salaried,118899.96,11.4,Master's,1
Female,Salaried,39395.14,,Master's,0
Male,Salaried,44916.89,3.1,High School,0
Male,Salaried,35650.76,4.1,Doctorate,0
Male,Pensioner,39956.37,0.0,Doctorate,0
Male,Salaried,81587.16,6.5,Master's,1
Male,Salaried,36902.24,0.3,Bachelor's,0
Male,Salaried,98186.95,7.7,High School,1
Female,Salaried,71020.96,0.4,Bachelor's,0
Male,Self-Employed,72717.6,3.8,Bachelor's,1
Male,Self-Employed,54665.68,10.6,High School,0
Male,Salaried,42517.52,3.6,Bachelor's,0
Female,Salaried,75132.98,1.0,Bachelor's,0
Female,Salaried,48647.38,25.2,High School,1
Male,Salaried,119502.67,13.2,Bachelor's,1
Female,Salaried,26921.27,8.9,High School,0
Male,Student,5012.23,0.6,Bachelor's,0
Male,Self-Employed,61660.43,1.2,Bachelor's,0
Female,Self-Employed,73972.57,17.0,High School,1
Male,Salaried,89994.73,4.6,Doctorate,1
Female,Salaried,46092.52,11.5,High School,0
Female,Self-Employed,90927.45,2.5,Bachelor's,1
Male,Self-Employed,12000.0,2.5,Master's,0
Male,Business,43400.31,25.4,Master's,1
Female,Salaried,37278.12,4.4,High School,0
Male,Self-Employed,27394.82,0.9,Master's,0
Male,Salaried,58551.35,1.5,Master's,0
Male,Pensioner,45288.15,0.0,Bachelor's,0
Female,Self-Employed,86079.8,0.3,Bachelor's,0
Female,Self-Employed,72226.3,3.7,High School,0
Male,Salaried,45029.2,3.3,Bachelor's,0
Female,Self-Employed,76070.49,9.1,Bachelor's,1
Female,Salaried,68728.57,2.6,Master's,1
Female,Salaried,93081.69,24.3,Bachelor's,1
Female,Salaried,88308.1,1.2,Bachelor's,1
Female,Self-Employed,65914.29,5.4,High School,0
Male,Salaried,38082.41,0.6,High School,0
Male,Salaried,45411.5,7.9,High School,0
Male,Pensioner,43784.85,0.0,High School,0
Female,Salaried,55542.01,10.3,Bachelor's,1
Female,Self-Employed,73041.51,4.9,Master's,1
Male,Salaried,86455.23,4.0,Bachelor's,1
Female,Salaried,63466.44,10.8,Bachelor's,1
Male,Business,65483.74,16.5,Bachelor's,1
Male,Salaried,69299.19,27.2,Bachelor's,1
Male,Salaried,49522.84,3.0,Bachelor's,0
Female,Self-Employed,37238.23,28.2,Bachelor's,1
Female,Self-Employed,12336.86,1.0,Bachelor's,0
Male,Self-Employed,44145.52,1.8,High School,0
Male,Salaried,79194.36,0.6,High School,0
Male,Salaried,43912.66,1.9,Bachelor's,0
Male,Business,57865.79,8.8,Master's,1
Female,Self-Employed,78992.94,11.5,Bachelor's,1
Female,Business,80620.68,9.1,Master's,1
Male,Business,32614.01,6.0,Bachelor's,0
Male,Business,94911.78,4.3,Bachelor's,1
Female,Salaried,98820.5,7.4,Bachelor's,1
Female,Salaried,,3.0,Master's,0
Male,Business,40284.89,11.0,High School,0
Male,Salaried,100732.72,6.8,Bachelor's,1
Male,Salaried,60594.39,7.2,High School,1
Female,Pensioner,19311.72,0.0,Bachelor's,0
Female,Pensioner,28093.68,0.0,Master's,0
Female,Salaried,57518.91,,Bachelor's,0
Male,Salaried,30108.72,2.9,Bachelor's,0
Male,Salaried,52597.29,9.0,Master's,1
Female,Business,65971.89,4.1,Bachelor's,1
Female,Pensioner,38146.88,0.0,Bachelor's,0
Male,Salaried,56286.38,2.6,Master's,0
Female,Salaried,97176.25,2.8,Bachelor's,1
Female,Pensioner,37823.88,0.0,Bachelor's,0
Male,Salaried,108029.29,3.7,High School,1
Female,Self-Employed,73542.64,4.4,High School,0
Male,Student,7805.36,1.7,Bachelor's,0
Male,Salaried,78824.75,,Bachelor's,1
Male,Self-Employed,96452.0,6.4,Doctorate,1
Male,Salaried,62567.99,0.8,Doctorate,1
Male,Salaried,117337.52,12.7,Master's,1
Male,Business,90795.01,9.1,Bachelor's,1
Male,Salaried,82048.2,1.3,Doctorate,1
Female,Student,6944.49,0.9,Bachelor's,0
Male,Self-Employed,75001.1,5.5,Bachelor's,1
Male,Salaried,12000.0,1.2,Bachelor's,0
Female,Salaried,50025.83,1.9,High School,0
Female,Salaried,100915.04,3.2,High School,1
Female,Salaried,40772.26,7.2,Master's,1
Male,Salaried,58295.82,6.1,Bachelor's,1
Female,Salaried,33654.91,4.6,Bachelor's,0
Male,Salaried,118517.68,8.8,Bachelor's,1
Male,Business,115444.77,8.5,Master's,1
Male,Self-Employed,38483.93,5.8,Bachelor's,0
Male,Business,69418.94,9.3,Bachelor's,1
Female,Salaried,44585.18,2.4,High School,0
Female,Salaried,83448.34,12.8,Bachelor's,1
Male,Self-Employed,80290.49,5.7,Doctorate,1
Male,Salaried,89351.17,10.4,Bachelor's,1
Male,Salaried,74957.55,4.7,Bachelor's,1
Female,Business,153062.19,1.5,Bachelor's,1
Male,Business,34162.29,4.7,Master's,0
Male,Self-Employed,13681.9,2.8,Bachelor's,0
Female,Salaried,53207.29,7.2,Bachelor's,1
Female,Business,17960.35,3.9,Bachelor's,0
Male,Self-Employed,20226.13,10.9,High School,0
Female,Business,34960.56,6.8,Master's,0
Female,Business,37334.33,6.9,Master's,1
Male,Business,36361.46,1.5,Master's,0
Female,Self-Employed,80546.57,24.9,Master's,1
Male,Salaried,49814.33,11.1,Master's,1
Female,Self-Employed,59614.56,9.3,Bachelor's,1
Male,Self-Employed,91826.98,2.4,Master's,1
Male,Business,42010.32,4.6,Bachelor's,0
Male,Salaried,57063.62,0.9,High School,0
Female,Salaried,75972.8,4.6,Bachelor's,1
Male,Pensioner,28635.83,0.0,Doctorate,0
Female,Business,12000.0,4.8,Bachelor's,0
Male,Pensioner,15528.76,0.0,Master's,0
Male,Business,79760.43,3.0,High School,0
Female,Self-Employed,126926.6,4.1,Bachelor's,1
Male,Self-Employed,69742.85,12.5,Bachelor's,1
Male,Pensioner,46439.56,0.0,High School,0
Female,Self-Employed,59135.82,9.4,High School,0
Male,Self-Employed,73916.82,1.1,High School,0
Male,Salaried,115017.71,0.2,Master's,1
Male,Salaried,12000.0,1.2,High School,0
Male,Business,77408.49,8.7,Bachelor's,1
Female,Salaried,129067.6,3.1,High School,1
Female,Salaried,73461.03,12.4,Bachelor's,1
Male,Salaried,114517.19,4.5,Bachelor's,1
Female,Salaried,46123.64,0.1,Bachelor's,0
Male,Salaried,64038.58,7.6,Bachelor's,1
Female,Salaried,66005.74,0.7,High School,0
Male,Pensioner,33446.54,0.0,Bachelor's,0
Male,Self-Employed,29954.67,1.1,Master's,0
Male,Salaried,32093.75,2.5,High School,0
Male,Salaried,89661.98,8.6,Bachelor's,1
Male,Self-Employed,91164.59,18.5,High School,1
Male,Salaried,74721.09,2.8,High School,0
Female,Business,89723.09,10.6,Bachelor's,1
Male,Self-Employed,60075.52,1.3,Bachelor's,0
Female,Business,101057.95,9.9,High School,1
Male,Salaried,65263.65,6.4,Bachelor's,1
Female,Self-Employed,66735.92,1.3,Doctorate,1
Female,Salaried,57032.22,2.2,Master's,0
Female,Pensioner,44743.08,0.0,Master's,0
Male,Self-Employed,52364.04,2.9,Bachelor's,0
Male,Salaried,94292.94,1.4,Bachelor's,1
Female,Salaried,31035.53,6.2,Bachelor's,0
Male,Salaried,32032.51,31.2,High School,1
Female,Self-Employed,85622.8,0.1,Bachelor's,0
Male,Salaried,62343.67,4.7,Bachelor's,1
Female,Self-Employed,51383.26,5.1,Bachelor's,0
Female,Salaried,91701.73,14.7,Master's,1
Male,Self-Employed,46782.16,4.2,High School,0
Female,Business,58993.96,4.7,Bachelor's,0
Male,Business,106976.84,3.8,High School,1
Female,Business,111174.27,1.9,Bachelor's,1
Female,Salaried,112171.95,0.3,High School,1
Male,Salaried,56536.23,3.2,Bachelor's,0
Male,Self-Employed,101921.09,0.3,Bachelor's,1
Male,Salaried,36531.42,4.8,Bachelor's,0
Female,Salaried,37792.91,2.2,Bachelor's,0
Male,Salaried,12000.0,4.6,Bachelor's,0
Female,Salaried,115186.05,0.9,Bachelor's,1
Female,Salaried,39080.6,16.2,Bachelor's,1
Male,Pensioner,17096.66,0.0,Bachelor's,0
Male,Salaried,37690.27,1.3,Master's,0
Female,Self-Employed,85854.96,2.5,Bachelor's,0
Female,Salaried,53730.99,5.7,Bachelor's,1
Male,Self-Employed,25855.49,0.6,Master's,0
Male,Salaried,78249.88,2.6,Master's,1
Male,Pensioner,22961.03,0.0,Doctorate,0
Male,Pensioner,24078.3,0.0,Bachelor's,0
Male,Salaried,12000.0,11.5,Bachelor's,0
Female,Pensioner,28534.2,0.0,Bachelor's,0
Female,Student,12731.16,1.6,Bachelor's,0
Female,Business,12000.0,16.0,Doctorate,1
Female,Business,20565.63,16.2,Bachelor's,1
Male,Salaried,64928.93,20.9,Master's,1
Male,Self-Employed,48691.79,0.8,Bachelor's,0
Male,Salaried,124761.1,1.1,Bachelor's,1
Female,Salaried,120016.9,6.8,Master's,1
Female,Student,6299.81,0.4,Master's,0
Male,Salaried,81714.13,0.1,Doctorate,1
Male,Business,87478.48,0.4,Master's,1
Female,Business,,13.1,Bachelor's,1
Female,Pensioner,17782.21,0.0,Bachelor's,0
Male,Student,13896.06,1.5,Master's,0
Male,Salaried,59814.63,13.3,Bachelor's,1
Female,Salaried,51927.07,,Bachelor's,1
Male,Salaried,78269.51,9.8,Bachelor's,1
Male,Salaried,42478.11,3.3,Bachelor's,0
Male,Salaried,30440.07,0.7,High School,0
Female,Salaried,68272.49,3.4,Bachelor's,0
Female,Business,76579.1,3.7,High School,0
Female,Self-Employed,29700.65,4.8,Bachelor's,0
Female,Salaried,92842.72,0.7,Master's,1
Female,Self-Employed,12000.0,28.5,Bachelor's,1
Female,Salaried,47656.6,1.7,Master's,0
Female,Salaried,57259.74,1.3,Bachelor's,0
Male,Business,45913.29,4.5,Doctorate,1
Male,Self-Employed,48048.19,4.6,High School,0
Male,Business,121132.23,3.5,High School,1
Male,Salaried,,8.9,Master's,1
Male,Business,138236.65,4.4,Master's,1
Male,Self-Employed,78113.8,5.6,High School,0
Male,Self-Employed,67761.65,7.7,Doctorate,1
Female,Self-Employed,79287.21,0.2,Bachelor's,0
Female,Pensioner,40416.34,0.0,Doctorate,0
Male,Self-Employed,35192.21,12.9,Bachelor's,1
Male,Self-Employed,31387.46,0.1,Bachelor's,0
Female,Student,7707.25,1.4,Bachelor's,0
Male,Business,65964.29,15.6,Bachelor's,1
Male,Salaried,13226.87,2.6,Bachelor's,0
Female,Business,65670.18,3.7,Bachelor's,0
Male,Salaried,115806.41,24.0,High School,1
Female,Salaried,69542.22,1.3,Bachelor's,0
Male,Self-Employed,56219.44,0.4,High School,0
Female,Pensioner,20001.08,0.0,Master's,0
Female,Pensioner,41436.97,0.0,Bachelor's,0
Female,Salaried,40225.02,3.8,Master's,0
Male,Self-Employed,120391.88,4.3,Doctorate,1
Female,Salaried,123000.79,10.8,Bachelor's,1
Male,Student,12560.62,1.4,Doctorate,0
Male,Student,5241.96,0.2,Bachelor's,0
Male,Self-Employed,95919.79,0.1,High School,0
Male,Business,97843.96,3.9,Bachelor's,1
Female,Business,40820.25,11.8,Bachelor's,1
Female,Self-Employed,49203.35,13.6,Master's,1
Male,Salaried,25329.58,18.8,Bachelor's,1
Male,Salaried,77271.95,12.7,Bachelor's,1
Female,Self-Employed,84998.84,5.2,Bachelor's,1
Male,Self-Employed,24502.23,3.5,Bachelor's,0
Female,Salaried,51344.03,8.9,High School,0
Male,Pensioner,25085.49,0.0,Bachelor's,0
Male,Salaried,38036.01,4.6,Master's,0
Female,Self-Employed,81530.51,0.5,Master's,1
Male,Self-Employed,42995.54,15.6,Bachelor's,1
Female,Self-Employed,55975.22,3.6,Bachelor's,0
Male,Self-Employed,16180.65,2.7,High School,0
Male,Salaried,70609.71,6.0,Bachelor's,1
Male,Salaried,63671.8,6.7,Master's,1
Female,Self-Employed,43131.22,1.4,Bachelor's,0
Male,Self-Employed,59329.57,10.9,High School,0
Male,Salaried,70408.85,2.1,Master's,1
Male,Business,40553.96,1.2,Master's,0
Male,Salaried,20712.12,3.1,Bachelor's,0
Female,Self-Employed,119167.23,7.9,High School,1
Female,Business,46001.82,20.2,High School,1
Male,Salaried,62097.2,9.9,High School,1
Female,Salaried,95325.19,16.9,Bachelor's,1
Male,Business,170871.66,0.9,High School,1
Male,Self-Employed,27665.41,0.4,Master's,0
Male,Self-Employed,78494.82,4.9,Doctorate,1
Female,Business,43773.43,2.1,Bachelor's,0
Female,Business,48836.29,10.6,Bachelor's,1
Female,Student,9601.45,0.0,Bachelor's,0
Female,Self-Employed,31230.35,21.2,Master's,1
Female,Salaried,63761.26,1.8,Master's,1
Female,Salaried,20764.92,4.0,High School,0
Female,Salaried,93404.23,4.2,High School,1
Female,Self-Employed,66650.09,1.6,Master's,1
Female,Salaried,77673.05,5.4,Bachelor's,1
Male,Pensioner,29682.53,0.0,High School,0
Female,Self-Employed,53983.88,3.6,Bachelor's,0
Female,Self-Employed,73626.92,2.7,Master's,1
Female,Salaried,30078.48,0.1,High School,0
Female,Salaried,54260.29,4.4,Master's,1
Female,Salaried,39211.59,2.5,High School,0
Female,Salaried,38282.94,0.0,Master's,0
Female,Salaried,12000.0,2.2,Bachelor's,0
Female,Self-Employed,105179.8,2.0,Bachelor's,1
Female,Pensioner,19249.55,0.0,Bachelor's,0
Female,Pensioner,18649.72,0.0,Master's,0
Female,Self-Employed,97063.77,4.3,Master's,1
Male,Salaried,26420.01,7.1,Bachelor's,0
Male,Pensioner,46375.31,0.0,Bachelor's,0
Female,Pensioner,35491.45,0.0,Bachelor's,0
Female,Salaried,117527.78,3.6,Bachelor's,1
Male,Business,64054.44,4.4,Master's,1
Female,Salaried,72721.19,10.0,High School,1
Male,Business,46074.61,3.3,Bachelor's,0
Male,Student,11916.52,1.9,Bachelor's,0
Male,Salaried,43484.54,3.4,High School,0
Male,Pensioner,38700.07,0.0,Master's,0
Male,Self-Employed,25353.33,8.6,Bachelor's,0
Female,Student,17366.81,0.4,Bachelor's,0
Male,Salaried,31067.98,2.5,Master's,0
Female,Business,62981.68,1.5,Bachelor's,0
Female,Salaried,32760.17,,Bachelor's,0
Male,Salaried,41529.38,1.6,High School,0
Male,Salaried,90594.96,5.2,Bachelor's,1
Female,Student,5041.61,0.3,High School,0
Male,Business,64710.07,9.3,Bachelor's,1
Male,Pensioner,47603.61,0.0,Bachelor's,0
Female,Pensioner,34421.3,0.0,Bachelor's,0
Female,Salaried,108396.9,5.4,Bachelor's,1
Male,Salaried,51204.22,3.1,High School,0
Female,Salaried,52110.95,10.8,Master's,1
Male,Salaried,25966.72,7.9,High School,0
Male,Salaried,52130.58,8.3,Master's,1
Male,Salaried,93943.1,1.3,Bachelor's,1
Female,Salaried,103999.62,3.8,Bachelor's,1
Female,Salaried,93809.16,11.9,Bachelor's,1
Female,Salaried,12000.0,4.2,Doctorate,0
Female,Salaried,97494.36,6.9,Bachelor's,1
Female,Student,11676.63,1.9,Bachelor's,0
Male,Business,91943.52,11.1,Doctorate,1
Male,Student,13013.1,0.7,Master's,0
Male,Salaried,86076.0,5.1,Bachelor's,1
Male,Salaried,25026.55,0.8,Doctorate,0
Female,Business,100135.03,7.0,Bachelor's,1
Male,Salaried,21050.76,7.9,High School,0
Female,Salaried,44946.35,0.3,Bachelor's,0
Male,Salaried,35057.16,6.8,Bachelor's,0
Female,Salaried,12371.45,3.2,Bachelor's,0
Female,Salaried,67835.83,0.8,Master's,0
Male,Salaried,119182.67,3.3,Bachelor's,1
Male,Self-Employed,145007.16,1.3,High School,1
Male,Salaried,67914.67,3.2,Master's,1
Male,Salaried,98500.44,2.9,Bachelor's,1
Female,Business,71962.84,8.0,Doctorate,1
Male,Salaried,79966.5,8.9,Doctorate,1
Male,Salaried,54735.54,5.6,Master's,1
Female,Pensioner,39711.43,0.0,Master's,0
Male,Salaried,81124.36,16.0,High School,1
Male,Salaried,47646.21,7.0,Bachelor's,0
Male,Salaried,62675.17,0.2,High School,0
Male,Salaried,63247.1,10.3,Bachelor's,1
Male,Self-Employed,89792.1,1.3,Bachelor's,0
Female,Business,33019.03,5.2,High School,0
Male,Salaried,63453.73,3.8,Doctorate,1
Male,Self-Employed,122360.16,3.3,Master's,1
Male,Self-Employed,99921.8,13.2,Bachelor's,1
Male,Salaried,105475.37,3.5,Bachelor's,1
Male,Self-Employed,65732.96,0.5,Bachelor's,0
Female,Salaried,74629.93,17.6,Master's,1
Male,Salaried,95067.09,15.2,Bachelor's,1
Female,Salaried,111807.67,6.9,Bachelor's,1
Female,Salaried,12000.0,3.8,Bachelor's,0
Male,Salaried,25536.76,0.6,Bachelor's,0
Male,Business,104283.32,9.4,Doctorate,1
Male,Salaried,56693.32,0.5,High School,0
Male,Salaried,44848.38,0.4,High School,0
Female,Salaried,27375.17,4.6,Master's,0
Male,Business,48349.5,1.0,Master's,0
Male,Self-Employed,22928.92,0.0,Master's,0
Male,Self-Employed,127732.83,3.3,Bachelor's,1
Male,Business,64326.92,0.9,Bachelor's,0
Male,Pensioner,34803.3,0.0,Bachelor's,0
Male,Salaried,82642.3,0.5,High School,0
Female,Self-Employed,93870.36,1.4,Bachelor's,1
Female,Business,93376.64,7.5,High School,1
Male,Student,5508.82,1.9,Bachelor's,0
Male,Pensioner,39786.86,0.0,Master's,0
